0	0
500000	1
1000000	2
1500000	3
2000000	4
2500000	5
3000000	6
3500000	7
4000000	8
4500000	9
5000000	10
5500000	11
6000000	12
6500000	13
7000000	14
7500000	15
8000000	16
8500000	17
9000000	18
9500000	19
10000000	20
10500000	21
11000000	22
11500000	23
12000000	24
12500000	25
13000000	26
13500000	27
14000000	28
14500000	29
15000000	30
18500000	31
19000000	32
19500000	33
20000000	34
20500000	35
21000000	36
21500000	37
22000000	38
22500000	39
23000000	40
23500000	41
24000000	42
24500000	43
25000000	44
25500000	45
26000000	46
26500000	47
27000000	48
27500000	49
28000000	50
28500000	51
29000000	52
29500000	53
30000000	54
30500000	55
31000000	56
31500000	57
32000000	58
32500000	59
33000000	60
33500000	61
34000000	62
34500000	63
35000000	64
35500000	65
36000000	66
36500000	67
37000000	68
37500000	69
38000000	70
38500000	71
39000000	72
39500000	73
40000000	74
40500000	75
41000000	76
41500000	77
42000000	78
42500000	79
43000000	80
43500000	81
44000000	82
44500000	83
45000000	84
45500000	85
46000000	86
46500000	87
47000000	88
47500000	89
48000000	90
48500000	91
49000000	92
49500000	93
50000000	94
50500000	95
51000000	96
51500000	97
52000000	98
52500000	99
53000000	100
53500000	101
54000000	102
54500000	103
55000000	104
55500000	105
56000000	106
56500000	107
57000000	108
57500000	109
58000000	110
58500000	111
59000000	112
59500000	113
60000000	114
60500000	115
61000000	116
61500000	117
62000000	118
62500000	119
63000000	120
63500000	121
64000000	122
64500000	123
65000000	124
65500000	125
66000000	126
66500000	127
67000000	128
67500000	129
68000000	130
68500000	131
69000000	132
69500000	133
70000000	134
70500000	135
71000000	136
71500000	137
72000000	138
72500000	139
73000000	140
73500000	141
74000000	142
74500000	143
75000000	144
75500000	145
76000000	146
76500000	147
77000000	148
77500000	149
78000000	150
