16000000	0
16500000	1
17000000	2
17500000	3
18000000	4
18500000	5
19000000	6
19500000	7
20000000	8
20500000	9
21000000	10
21500000	11
22000000	12
22500000	13
23000000	14
23500000	15
24000000	16
24500000	17
25000000	18
25500000	19
26000000	20
26500000	21
27000000	22
27500000	23
28000000	24
28500000	25
29000000	26
29500000	27
30000000	28
30500000	29
31000000	30
31500000	31
32000000	32
32500000	33
33000000	34
33500000	35
34000000	36
34500000	37
35000000	38
35500000	39
36000000	40
36500000	41
37000000	42
37500000	43
38000000	44
38500000	45
39000000	46
39500000	47
40000000	48
40500000	49
41000000	50
41500000	51
42000000	52
42500000	53
43000000	54
43500000	55
44000000	56
44500000	57
45000000	58
45500000	59
46000000	60
46500000	61
47000000	62
47500000	63
48000000	64
48500000	65
49000000	66
49500000	67
50000000	68
50500000	69
51000000	70
