0	5e+05	2.91643542224887	3.09633790466053	-2.62813546226493
5e+05	1e+06	2.87616031269874	3.03637361253856	-2.59811502047798
1e+06	1500000	2.79278472235749	2.91208178511788	-2.53595673956033
1500000	2e+06	2.71524570584779	2.79639733384304	-2.47805740153095
2e+06	2500000	2.63977493470549	2.68359473116409	-2.42160513474358
2500000	3e+06	2.56447220638301	2.57115724901598	-2.365306951088
3e+06	3500000	2.48755051303966	2.45623444484395	-2.30791380400094
3500000	4e+06	2.40666962392583	2.33625430554174	-2.24803981951091
4e+06	4500000	2.32007407723412	2.20850560142332	-2.18440828216434
4500000	5e+06	2.23491817600367	2.08369976095378	-2.122260821054
5e+06	5500000	2.16249457950314	1.95323454213159	-2.06766047172796
5500000	6e+06	2.10200134588217	1.81717077453817	-2.02001856158155
6e+06	6500000	2.05217276425767	1.68026591155363	-1.97889359542706
6500000	7e+06	1.99229500584433	1.52745168553467	-1.93033065387507
7e+06	7500000	1.93835902477219	1.39004579017951	-1.88633495550215
7500000	8e+06	1.87494084235436	1.22772601284044	-1.83415784333205
8e+06	8500000	1.81227832113238	1.06713023665458	-1.78220720398712
8500000	9e+06	1.73793709632834	0.876818765892725	-1.72056480973715
9e+06	9500000	1.67381692754237	0.71297130338187	-1.66756763144451
9500000	1e+07	1.60241894541513	0.529544509767134	-1.60858016143045
1e+07	10500000	1.53773853388567	0.362601486222949	-1.55522731969764
10500000	1.1e+07	1.46476907932781	0.173764782591929	-1.49470156635254
1.1e+07	11500000	1.4034690951844	0.0149090051970624	-1.44356721149357
11500000	1.2e+07	1.34633693380558	-0.13298396975242	-1.39573613642883
1.2e+07	12500000	1.29740809567782	-0.259377440975945	-1.35501672544846
12500000	1.3e+07	1.23526157737132	-0.419133943688273	-1.30378407073409
1.3e+07	13500000	1.17135096555483	-0.58318043795678	-1.25138261709979
13500000	1.4e+07	1.1058636341999	-0.751141152000878	-1.1975526006579
1.4e+07	14500000	1.05326891417037	-0.88562412728556	-1.15409857067302
14500000	1.5e+07	0.994730140441956	-1.03471036158228	-1.1057307806829
1.5e+07	15500000	0.939563499686845	-1.17446328251136	-1.06027771252212
15500000	1.6e+07	0.890036314582612	-1.31081903137037	-1.01052808281222
1.6e+07	16500000	0.848355368012003	-1.4363501284656	-0.959534643953763
16500000	1.7e+07	0.807021841162337	-1.56935231718885	-0.902191081008079
1.7e+07	17500000	0.760501433883715	-1.71614032985724	-0.840268221371785
17500000	1.8e+07	0.715152102291787	-1.86027841182297	-0.779374558206514
1.8e+07	18500000	0.663825211911981	-2.02447561061777	-0.709983456598335
18500000	1.9e+07	0.616986885975267	-2.17515791130268	-0.646332086684692
1.9e+07	19500000	0.564861333855106	-2.34334320218273	-0.575313520451766
19500000	2e+07	0.511223424908776	-2.51657473864939	-0.502132825050164
2e+07	20500000	0.456341420653891	-2.6943058901921	-0.426904394394162
20500000	2.1e+07	0.451982444442043	-2.81244077557004	-0.338022450431673
2.1e+07	21500000	0.503216141158375	-2.88677815201077	-0.304670902673664
21500000	2.2e+07	0.575185062982515	-2.9491225793593	-0.33766165222696
2.2e+07	22500000	0.633776192103492	-2.99463863274218	-0.462526089476055
22500000	2.3e+07	0.715995850589646	-3.00093779386447	-0.562803806611097
2.3e+07	23500000	0.82638213169034	-3.00699955742253	-0.618491181724711
23500000	2.4e+07	0.95219074621257	-3.00799618893328	-0.591220421093356
2.4e+07	24500000	1.0926818612471	-3.01428030877757	-0.550260743131915
24500000	2.5e+07	0.98493479402168	-2.92735176426108	-0.250420447892188
2.5e+07	25500000	0.810955179271101	-2.84770072359904	0.0673183656418931
25500000	2.6e+07	0.591687197039367	-2.77202710287193	0.415535098934214
2.6e+07	26500000	0.590790801234608	-2.80153962473553	0.530468690651798
26500000	2.7e+07	0.601667751441226	-2.85845637199609	0.645088814680634
2.7e+07	27500000	0.567148946312459	-2.9593293192157	0.796779175433869
27500000	2.8e+07	0.567623928376671	-3.03335956536025	0.942658749217472
2.8e+07	28500000	0.652161870530942	-3.09424378625544	1.01534409743987
28500000	2.9e+07	0.808573865727628	-3.12416685793361	0.989050778550133
2.9e+07	29500000	0.948445620098785	-3.10808109691018	0.981764015349534
29500000	3e+07	0.982336566960763	-3.04004901150731	1.00501365268471
3e+07	30500000	0.942074382391437	-2.90191533875074	1.06988094869239
30500000	3.1e+07	0.864281272109678	-2.73536053565275	1.11406336082444
3.1e+07	31500000	0.816427447101626	-2.57425665916219	1.16555396373476
31500000	3.2e+07	0.737620411272961	-2.44941514092078	1.1897380972741
3.2e+07	32500000	0.62731547754998	-2.315137744598	1.20596953426632
32500000	3.3e+07	0.478122345753491	-2.16473968557627	1.21386355684096
3.3e+07	33500000	0.342140385663097	-2.00266726031808	1.23243342788276
33500000	3.4e+07	0.208119080672356	-1.85268014893412	1.24597218552769
3.4e+07	34500000	0.0883008401077663	-1.71885599285553	1.25787423309706
34500000	3.5e+07	-0.0354380760070437	-1.60987608989947	1.25861723881328
3.5e+07	35500000	-0.141476183660121	-1.50598256284593	1.2638893801915
35500000	3.6e+07	-0.245816817455383	-1.39895908485593	1.27125725442016
