19000000	0
19500000	1
20000000	2
20500000	3
21000000	4
21500000	5
22000000	6
22500000	7
23000000	8
23500000	9
24000000	10
24500000	11
25000000	12
25500000	13
26000000	14
26500000	15
27000000	16
27500000	17
28000000	18
28500000	19
29000000	20
29500000	21
30000000	22
30500000	23
31000000	24
31500000	25
32000000	26
32500000	27
33000000	28
33500000	29
34000000	30
34500000	31
35000000	32
35500000	33
36000000	34
36500000	35
37000000	36
37500000	37
38000000	38
38500000	39
39000000	40
39500000	41
40000000	42
40500000	43
41000000	44
41500000	45
42000000	46
42500000	47
43000000	48
43500000	49
44000000	50
44500000	51
45000000	52
45500000	53
46000000	54
46500000	55
47000000	56
47500000	57
48000000	58
48500000	59
49000000	60
49500000	61
50000000	62
50500000	63
51000000	64
51500000	65
52000000	66
52500000	67
53000000	68
53500000	69
54000000	70
54500000	71
55000000	72
55500000	73
56000000	74
56500000	75
57000000	76
57500000	77
58000000	78
58500000	79
59000000	80
59500000	81
60000000	82
60500000	83
61000000	84
61500000	85
62000000	86
62500000	87
63000000	88
63500000	89
64000000	90
64500000	91
65000000	92
65500000	93
66000000	94
66500000	95
67000000	96
67500000	97
68000000	98
68500000	99
69000000	100
69500000	101
70000000	102
70500000	103
71000000	104
71500000	105
72000000	106
72500000	107
73000000	108
73500000	109
74000000	110
74500000	111
75000000	112
75500000	113
76000000	114
76500000	115
77000000	116
77500000	117
78000000	118
78500000	119
79000000	120
79500000	121
80000000	122
80500000	123
81000000	124
81500000	125
82000000	126
82500000	127
83000000	128
83500000	129
84000000	130
84500000	131
85000000	132
85500000	133
86000000	134
86500000	135
87000000	136
87500000	137
88000000	138
88500000	139
89000000	140
89500000	141
90000000	142
90500000	143
91000000	144
91500000	145
92000000	146
92500000	147
93000000	148
93500000	149
94000000	150
94500000	151
95000000	152
95500000	153
96000000	154
96500000	155
97000000	156
97500000	157
98000000	158
98500000	159
99000000	160
99500000	161
100000000	162
100500000	163
101000000	164
101500000	165
102000000	166
102500000	167
103000000	168
103500000	169
104000000	170
104500000	171
105000000	172
105500000	173
106000000	174
106500000	175
107000000	176
