0	0	181.94324
0	1000000	7.321659
1000000	1000000	146.43318
1000000	2000000	10.717812
2000000	2000000	187.92259
0	3000000	2.7011974
1000000	3000000	3.8588533
2000000	3000000	21.088789
3000000	3000000	159.44946
0	4000000	4.8001537
2000000	4000000	7.0267053
3000000	4000000	15.179419
4000000	4000000	159.59933
1000000	5000000	6.32495
2000000	5000000	2.1603818
3000000	5000000	2.3334792
4000000	5000000	20.733505
5000000	5000000	172.11363
0	6000000	1.9153628
2000000	6000000	1.8692027
3000000	6000000	2.0189695
4000000	6000000	1.7939016
5000000	6000000	4.9638643
6000000	6000000	167.49829
4000000	7000000	5.7281957
5000000	7000000	5.2834535
6000000	7000000	24.380493
7000000	7000000	155.70111
1000000	8000000	5.7172556
4000000	8000000	3.7482903
5000000	8000000	5.185904
6000000	8000000	8.973883
7000000	8000000	12.735532
8000000	8000000	128.12904
2000000	9000000	1.3704424
4000000	9000000	2.630468
5000000	9000000	2.426236
6000000	9000000	2.0992246
7000000	9000000	6.703138
8000000	9000000	18.641567
9000000	9000000	160.06511
1000000	10000000	2.9693248
3000000	10000000	2.1909604
4000000	10000000	1.9467193
5000000	10000000	1.7955742
6000000	10000000	3.1071286
7000000	10000000	6.614351
8000000	10000000	4.8691716
9000000	10000000	10.251234
10000000	10000000	151.73175
6000000	11000000	2.6886423
7000000	11000000	4.2926183
8000000	11000000	2.8089087
9000000	11000000	4.9280763
10000000	11000000	7.2942014
11000000	11000000	143.90848
0	12000000	3.2221615
1000000	12000000	2.301544
6000000	12000000	6.020891
7000000	12000000	6.408535
8000000	12000000	1.2580427
9000000	12000000	0.8828668
10000000	12000000	2.613518
11000000	12000000	31.661196
12000000	12000000	158.00893
0	13000000	2.120807
1000000	13000000	3.0297241
4000000	13000000	5.958953
9000000	13000000	1.1621951
10000000	13000000	3.4404032
11000000	13000000	4.4655437
12000000	13000000	8.000039
13000000	13000000	175.51923
2000000	14000000	1.8904443
7000000	14000000	1.541097
8000000	14000000	1.5126436
9000000	14000000	1.0615401
10000000	14000000	4.7136574
11000000	14000000	2.719196
12000000	14000000	2.4357252
13000000	14000000	6.4127173
14000000	14000000	171.32683
2000000	15000000	1.6009877
3000000	15000000	3.4585288
6000000	15000000	1.2261853
9000000	15000000	2.6970053
10000000	15000000	2.6612816
11000000	15000000	2.3028445
12000000	15000000	4.125555
13000000	15000000	10.86166
14000000	15000000	24.802395
15000000	15000000	160.68642
1000000	16000000	2.7061632
2000000	16000000	1.8486614
4000000	16000000	3.5483756
5000000	16000000	3.2728765
6000000	16000000	1.4158769
7000000	16000000	1.5070355
9000000	16000000	2.0761557
10000000	16000000	1.5364918
11000000	16000000	1.3295479
12000000	16000000	5.9547257
13000000	16000000	1.5677456
14000000	16000000	4.295901
15000000	16000000	13.339814
16000000	16000000	165.23744
1000000	17000000	3.4286811
2000000	17000000	2.342235
3000000	17000000	2.5299032
6000000	17000000	3.5878031
7000000	17000000	1.9093986
11000000	17000000	1.6845237
12000000	17000000	3.0178306
14000000	17000000	5.4428625
15000000	17000000	9.21895
16000000	17000000	14.193502
17000000	17000000	150.60782
3000000	18000000	2.5299032
11000000	18000000	3.3690474
12000000	18000000	3.0178306
14000000	18000000	1.8142875
15000000	18000000	4.609475
16000000	18000000	1.7741878
17000000	18000000	15.735145
18000000	18000000	173.0866
6000000	19000000	1.4562234
9000000	19000000	2.135317
11000000	19000000	1.3674344
12000000	19000000	2.449764
13000000	19000000	1.6124196
15000000	19000000	2.494535
16000000	19000000	2.880441
17000000	19000000	1.8247446
18000000	19000000	5.4742336
19000000	19000000	161.4574
0	20000000	1.2080121
2000000	20000000	1.1788992
5000000	20000000	1.0435636
6000000	20000000	0.90291065
8000000	20000000	0.943299
9000000	20000000	3.309933
10000000	20000000	0.9798272
11000000	20000000	0.8478583
12000000	20000000	3.037883
14000000	20000000	0.91317135
15000000	20000000	0.77335054
16000000	20000000	1.7859765
17000000	20000000	1.131407
18000000	20000000	1.131407
19000000	20000000	17.450258
20000000	20000000	146.9213
5000000	21000000	1.031038
8000000	21000000	3.727908
9000000	21000000	5.232328
11000000	21000000	0.8376818
12000000	21000000	3.0014205
14000000	21000000	0.9022109
15000000	21000000	0.7640683
17000000	21000000	1.1178272
18000000	21000000	1.1178272
19000000	21000000	5.444466
20000000	21000000	24.192976
21000000	21000000	142.85971
2000000	22000000	1.2305744
8000000	22000000	0.9846471
9000000	22000000	3.4550188
10000000	22000000	2.045553
13000000	22000000	1.0435809
15000000	22000000	1.6144984
16000000	22000000	1.8642621
18000000	22000000	2.3620012
19000000	22000000	2.8760786
20000000	22000000	8.916359
21000000	22000000	22.316992
22000000	22000000	150.15607
7000000	23000000	3.0695522
9000000	23000000	3.5239537
10000000	23000000	1.043183
11000000	23000000	0.902681
12000000	23000000	2.4257348
15000000	23000000	0.8233555
18000000	23000000	1.204564
19000000	23000000	1.9556415
20000000	23000000	8.487975
21000000	23000000	7.188083
22000000	23000000	12.657189
23000000	23000000	155.56221
5000000	24000000	1.0482328
7000000	24000000	0.9653429
8000000	24000000	0.9475196
9000000	24000000	1.9948455
11000000	24000000	1.7033038
12000000	24000000	0.7628688
13000000	24000000	1.0042312
15000000	24000000	0.7768107
16000000	24000000	0.89698374
19000000	24000000	0.922544
20000000	24000000	6.292114
21000000	24000000	4.5211577
22000000	24000000	9.553337
23000000	24000000	14.615919
24000000	24000000	188.45885
3000000	27000000	1.0635954
4000000	27000000	0.9450293
6000000	27000000	0.75417334
20000000	27000000	1.9026173
21000000	27000000	1.8797809
22000000	27000000	1.4895117
23000000	27000000	3.0384612
24000000	27000000	1.4333476
27000000	27000000	223.28223
0	28000000	1.178276
5000000	28000000	1.0178753
8000000	28000000	2.7602367
9000000	28000000	2.5827649
12000000	28000000	0.7407757
20000000	28000000	2.7772229
21000000	28000000	4.3902225
22000000	28000000	3.47875
23000000	28000000	4.139518
24000000	28000000	3.3475788
27000000	28000000	8.351022
28000000	28000000	159.28091
8000000	29000000	1.0836235
9000000	29000000	1.5209266
10000000	29000000	1.1255857
11000000	29000000	0.9739852
13000000	29000000	1.1484814
16000000	29000000	1.0258286
19000000	29000000	1.0550604
20000000	29000000	3.9250515
21000000	29000000	1.9389703
22000000	29000000	1.3657001
23000000	29000000	4.178846
24000000	29000000	3.9426134
27000000	29000000	4.9177113
28000000	29000000	23.60867
29000000	29000000	145.78905
5000000	30000000	2.805792
8000000	30000000	2.5362144
10000000	30000000	1.3172133
11000000	30000000	1.1398032
13000000	30000000	1.3440068
14000000	30000000	1.2276056
19000000	30000000	2.4693625
20000000	30000000	3.0621865
21000000	30000000	2.2690742
22000000	30000000	5.5937223
23000000	30000000	1.6300939
24000000	30000000	0.76897186
27000000	30000000	0.6394374
28000000	30000000	9.707126
29000000	30000000	7.9148593
30000000	30000000	137.90594
0	31000000	1.3959267
4000000	31000000	1.3074051
9000000	31000000	2.2948895
11000000	31000000	1.959497
12000000	31000000	0.8776116
13000000	31000000	1.1552771
14000000	31000000	1.0552214
16000000	31000000	1.0318987
20000000	31000000	2.6321845
21000000	31000000	2.6005914
22000000	31000000	5.495125
23000000	31000000	2.802382
24000000	31000000	1.3219808
27000000	31000000	1.6489367
28000000	31000000	5.77663
29000000	31000000	10.583114
30000000	31000000	11.500224
31000000	31000000	147.51949
0	32000000	1.3163093
9000000	32000000	0.7213331
11000000	32000000	0.923868
14000000	32000000	0.9950363
19000000	32000000	1.0007714
20000000	32000000	1.8615425
21000000	32000000	2.4522655
22000000	32000000	2.590854
23000000	32000000	0.6606367
24000000	32000000	0.62329054
27000000	32000000	4.1463704
28000000	32000000	3.631438
29000000	32000000	8.553858
30000000	32000000	10.844303
31000000	32000000	20.077103
32000000	32000000	148.75139
8000000	33000000	1.3491005
9000000	33000000	3.7870767
21000000	33000000	1.6093324
22000000	33000000	1.7002829
23000000	33000000	2.6013107
24000000	33000000	1.6361713
27000000	33000000	0.6802779
28000000	33000000	1.5887868
29000000	33000000	0.9355975
30000000	33000000	3.28464
31000000	33000000	3.7645342
32000000	33000000	13.311833
33000000	33000000	152.59004
0	34000000	1.4721642
6000000	34000000	1.1003472
7000000	34000000	1.171191
8000000	34000000	2.2991343
13000000	34000000	1.2183717
16000000	34000000	1.088255
18000000	34000000	1.378808
19000000	34000000	1.1192657
21000000	34000000	2.742621
23000000	34000000	2.216574
27000000	34000000	1.7389922
28000000	34000000	1.3538036
29000000	34000000	0.7972216
30000000	34000000	5.5976768
31000000	34000000	2.4058168
32000000	34000000	7.5619993
33000000	34000000	19.850658
34000000	34000000	169.14725
9000000	35000000	1.5531434
11000000	35000000	0.9946165
12000000	35000000	0.8909297
14000000	35000000	2.1424696
15000000	35000000	2.7216358
17000000	35000000	1.3272455
20000000	35000000	2.672129
21000000	35000000	3.3000705
22000000	35000000	1.3946289
23000000	35000000	0.7112273
24000000	35000000	2.0130637
28000000	35000000	3.9095283
29000000	35000000	2.3022249
30000000	35000000	1.7961144
31000000	35000000	3.087797
32000000	35000000	4.367524
33000000	35000000	4.777078
34000000	35000000	11.397521
35000000	35000000	148.89613
2000000	36000000	1.6822355
3000000	36000000	1.817022
6000000	36000000	1.2884125
7000000	36000000	1.3713645
9000000	36000000	0.9446247
11000000	36000000	2.4197104
13000000	36000000	1.4266092
16000000	36000000	1.2742536
18000000	36000000	1.6144663
20000000	36000000	2.4377906
22000000	36000000	0.8482159
23000000	36000000	1.7302791
28000000	36000000	0.79259413
29000000	36000000	0.9334783
30000000	36000000	1.0924002
31000000	36000000	1.8780038
32000000	36000000	1.770891
34000000	36000000	1.9805696
35000000	36000000	10.485767
36000000	36000000	146.10188
0	37000000	1.2175188
1000000	37000000	1.7393126
2000000	37000000	1.1881768
3000000	37000000	1.2833775
8000000	37000000	0.9507225
10000000	37000000	0.9875382
12000000	37000000	0.76544756
15000000	37000000	0.7794366
16000000	37000000	0.90001583
17000000	37000000	1.1403109
19000000	37000000	1.8513249
20000000	37000000	3.4436634
21000000	37000000	2.2682202
22000000	37000000	3.5946112
23000000	37000000	1.2221104
24000000	37000000	0.57651186
28000000	37000000	5.598158
29000000	37000000	1.9779702
30000000	37000000	0.7715712
31000000	37000000	3.9793487
32000000	37000000	3.7523847
33000000	37000000	4.104255
34000000	37000000	1.3988926
35000000	37000000	5.386316
36000000	37000000	18.01782
37000000	37000000	152.71362
1000000	38000000	2.1761374
6000000	38000000	1.138565
8000000	38000000	1.1894945
9000000	38000000	0.83476114
12000000	38000000	0.9576881
13000000	38000000	1.2606889
17000000	38000000	1.4266976
18000000	38000000	1.4266976
19000000	38000000	1.1581407
20000000	38000000	1.4361774
21000000	38000000	0.70946974
22000000	38000000	1.49913
23000000	38000000	0.7645204
24000000	38000000	0.7213016
27000000	38000000	1.1995945
28000000	38000000	0.70041233
30000000	38000000	1.9306995
31000000	38000000	0.82979226
32000000	38000000	2.347394
33000000	38000000	1.027006
34000000	38000000	4.3755536
35000000	38000000	6.7390776
36000000	38000000	11.271479
37000000	38000000	22.435934
38000000	38000000	132.20381
0	39000000	2.0717237
5000000	39000000	1.7896967
10000000	39000000	3.3607798
11000000	39000000	1.454065
13000000	39000000	3.4291415
14000000	39000000	1.5660759
19000000	39000000	1.5751024
21000000	39000000	1.9297959
27000000	39000000	0.8157404
35000000	39000000	2.2913318
36000000	39000000	1.3935922
37000000	39000000	4.9215283
38000000	39000000	11.083608
39000000	39000000	152.41493
0	40000000	1.5595369
4000000	40000000	2.9212804
6000000	40000000	1.1656526
7000000	40000000	1.240701
9000000	40000000	0.854621
10000000	40000000	2.5299032
11000000	40000000	1.0945804
13000000	40000000	1.290682
14000000	40000000	2.3577983
15000000	40000000	3.993565
16000000	40000000	2.3056858
20000000	40000000	0.7351728
24000000	40000000	0.73846215
27000000	40000000	0.6140671
30000000	40000000	0.9883164
31000000	40000000	0.8495339
33000000	40000000	1.0514396
35000000	40000000	0.8624259
36000000	40000000	2.0981162
37000000	40000000	1.4819168
38000000	40000000	3.708194
39000000	40000000	20.172976
40000000	40000000	171.78783
0	41000000	1.7854346
5000000	41000000	1.5423806
6000000	41000000	1.3344965
10000000	41000000	2.8963573
13000000	41000000	1.4776362
16000000	41000000	1.3198313
17000000	41000000	1.6722127
18000000	41000000	1.6722127
28000000	41000000	1.6418874
29000000	41000000	0.966867
30000000	41000000	2.2629464
31000000	41000000	0.9725882
32000000	41000000	1.8342323
34000000	41000000	2.0514107
35000000	41000000	0.9873476
36000000	41000000	1.2010133
37000000	41000000	0.84828556
38000000	41000000	2.1226614
39000000	41000000	4.330315
40000000	41000000	21.731619
41000000	41000000	134.34889
1000000	42000000	2.2616682
3000000	42000000	1.6688052
5000000	42000000	1.3676486
7000000	42000000	1.2595006
8000000	42000000	2.4724925
9000000	42000000	0.8675705
10000000	42000000	1.2841185
12000000	42000000	1.9906579
15000000	42000000	3.0405579
18000000	42000000	1.4827724
19000000	42000000	1.2036601
20000000	42000000	1.4926248
21000000	42000000	0.7373547
23000000	42000000	0.7945691
24000000	42000000	0.7496516
30000000	42000000	1.0032917
33000000	42000000	2.134743
34000000	42000000	0.9095061
35000000	42000000	0.8754937
36000000	42000000	1.0649538
37000000	42000000	1.5043713
38000000	42000000	0.9410955
40000000	42000000	7.7078815
41000000	42000000	15.442633
42000000	42000000	161.3839
2000000	43000000	1.2879893
9000000	43000000	1.4464878
11000000	43000000	2.7789462
12000000	43000000	1.6594976
16000000	43000000	0.97562146
18000000	43000000	1.2361025
21000000	43000000	0.61469036
23000000	43000000	0.6623867
24000000	43000000	1.2498833
27000000	43000000	0.51966923
28000000	43000000	0.60684294
29000000	43000000	1.4294195
30000000	43000000	0.83638686
31000000	43000000	2.1568165
32000000	43000000	3.389669
33000000	43000000	0.88980645
34000000	43000000	1.5164063
35000000	43000000	1.459698
36000000	43000000	2.663373
37000000	43000000	0.6270541
38000000	43000000	3.1381497
39000000	43000000	4.267968
40000000	43000000	2.4096072
41000000	43000000	5.5172734
42000000	43000000	14.676711
43000000	43000000	174.01079
0	44000000	3.694493
6000000	44000000	0.92046463
8000000	44000000	3.8465526
9000000	44000000	0.6748566
11000000	44000000	1.728684
15000000	44000000	0.7883856
16000000	44000000	0.9103493
20000000	44000000	0.58053356
21000000	44000000	2.8678284
22000000	44000000	0.6059804
23000000	44000000	2.4722838
27000000	44000000	0.48490176
28000000	44000000	1.6987298
29000000	44000000	2.0006802
30000000	44000000	1.5608599
32000000	44000000	1.8977337
34000000	44000000	1.414954
35000000	44000000	3.405099
36000000	44000000	4.141975
37000000	44000000	6.4361243
38000000	44000000	6.5884447
39000000	44000000	2.9868207
40000000	44000000	0.74946564
41000000	44000000	6.864201
42000000	44000000	4.564931
43000000	44000000	12.050818
44000000	44000000	162.7505
4000000	45000000	1.9467193
9000000	45000000	1.139026
11000000	45000000	1.4588403
12000000	45000000	1.306759
15000000	45000000	1.3306408
18000000	45000000	3.8934386
22000000	45000000	1.0227765
23000000	45000000	1.043183
24000000	45000000	1.9684225
28000000	45000000	0.95570797
31000000	45000000	1.132246
32000000	45000000	1.0676678
33000000	45000000	1.4013429
34000000	45000000	1.1940829
35000000	45000000	1.1494284
37000000	45000000	0.9875382
38000000	45000000	1.2355564
39000000	45000000	1.6803899
40000000	45000000	2.5299032
41000000	45000000	4.3445363
42000000	45000000	5.136474
43000000	45000000	2.1409922
44000000	45000000	13.984272
45000000	45000000	141.6163
1000000	46000000	2.5506208
3000000	46000000	1.8820133
11000000	46000000	1.2531295
13000000	46000000	1.4776362
14000000	46000000	1.3496617
15000000	46000000	1.1430074
16000000	46000000	1.3198313
17000000	46000000	1.6722127
19000000	46000000	1.3574408
28000000	46000000	0.8209437
30000000	46000000	1.1314732
32000000	46000000	0.91711617
35000000	46000000	1.9746952
36000000	46000000	2.4020267
37000000	46000000	0.84828556
40000000	46000000	2.1731617
41000000	46000000	3.7319138
42000000	46000000	4.412181
43000000	46000000	4.5977283
44000000	46000000	5.148151
45000000	46000000	8.689073
46000000	46000000	171.66803
4000000	47000000	1.750436
6000000	47000000	1.3969219
8000000	47000000	1.4594079
12000000	47000000	1.1750014
15000000	47000000	1.1964753
16000000	47000000	1.3815706
17000000	47000000	1.750436
20000000	47000000	0.8810334
27000000	47000000	0.7359
34000000	47000000	1.0736861
35000000	47000000	1.0335339
36000000	47000000	1.2571945
38000000	47000000	2.2219558
39000000	47000000	1.5109599
41000000	47000000	2.604324
42000000	47000000	1.1546437
43000000	47000000	1.9251207
45000000	47000000	1.515922
46000000	47000000	19.53243
47000000	47000000	186.74126
3000000	48000000	2.0022607
8000000	48000000	2.9665382
9000000	48000000	1.0409257
11000000	48000000	1.3331956
12000000	48000000	1.1942124
15000000	48000000	1.2160375
17000000	48000000	1.7790552
20000000	48000000	0.8954382
22000000	48000000	0.9346884
29000000	48000000	1.028643
30000000	48000000	1.2037663
35000000	48000000	2.1008642
39000000	48000000	1.5356638
41000000	48000000	6.617261
42000000	48000000	1.173522
43000000	48000000	1.9565961
44000000	48000000	1.8256937
45000000	48000000	4.6221213
46000000	48000000	3.9703565
47000000	48000000	6.9268045
48000000	48000000	171.77739
2000000	49000000	2.0351408
3000000	49000000	2.198203
11000000	49000000	2.9273257
14000000	49000000	3.1528263
19000000	49000000	1.5854992
27000000	49000000	0.8211249
29000000	49000000	1.1293067
30000000	49000000	1.3215677
33000000	49000000	1.4059755
36000000	49000000	1.4027909
41000000	49000000	1.4529661
42000000	49000000	2.5767272
44000000	49000000	1.0021787
45000000	49000000	3.3829634
46000000	49000000	2.9059322
47000000	49000000	3.0418665
48000000	49000000	21.641205
49000000	49000000	161.22197
3000000	50000000	2.2203705
6000000	50000000	1.5744185
7000000	50000000	1.6757845
10000000	50000000	5.125617
11000000	50000000	2.9568458
13000000	50000000	1.7432926
16000000	50000000	1.5571166
19000000	50000000	1.6014879
20000000	50000000	0.9929799
23000000	50000000	1.0571861
24000000	50000000	0.99742275
29000000	50000000	1.140695
32000000	50000000	2.163999
34000000	50000000	2.420223
37000000	50000000	1.0007943
38000000	50000000	1.2521417
41000000	50000000	1.4676182
42000000	50000000	2.6027117
43000000	50000000	1.0848658
44000000	50000000	2.0245697
45000000	50000000	1.708539
47000000	50000000	3.0725417
48000000	50000000	3.1227772
49000000	50000000	17.14187
50000000	50000000	152.36966
0	51000000	1.8995112
3000000	51000000	2.0022607
5000000	51000000	4.9227834
7000000	51000000	1.51117
9000000	51000000	2.0818515
10000000	51000000	1.5407071
15000000	51000000	1.2160375
18000000	51000000	1.7790552
21000000	51000000	1.7693812
22000000	51000000	0.9346884
