0	0
500000	1
1000000	2
1500000	3
2000000	4
2500000	5
3000000	6
3500000	7
4000000	8
4500000	9
5000000	10
5500000	11
6000000	12
6500000	13
7000000	14
7500000	15
8000000	16
8500000	17
9000000	18
9500000	19
10000000	20
10500000	21
11000000	22
11500000	23
12000000	24
12500000	25
13000000	26
13500000	27
14000000	28
14500000	29
15000000	30
15500000	31
16000000	32
16500000	33
17000000	34
17500000	35
18000000	36
18500000	37
19000000	38
19500000	39
20000000	40
20500000	41
21000000	42
21500000	43
22000000	44
22500000	45
23000000	46
23500000	47
24000000	48
24500000	49
25000000	50
25500000	51
26000000	52
26500000	53
27000000	54
27500000	55
28000000	56
28500000	57
29000000	58
29500000	59
30000000	60
30500000	61
31000000	62
31500000	63
32000000	64
32500000	65
33000000	66
33500000	67
34000000	68
34500000	69
35000000	70
46000000	71
46500000	72
47000000	73
47500000	74
48000000	75
48500000	76
49000000	77
49500000	78
50000000	79
50500000	80
51000000	81
51500000	82
52000000	83
52500000	84
53000000	85
53500000	86
54000000	87
54500000	88
55000000	89
55500000	90
56000000	91
56500000	92
57000000	93
57500000	94
58000000	95
58500000	96
59000000	97
59500000	98
60000000	99
60500000	100
61000000	101
61500000	102
62000000	103
62500000	104
63000000	105
63500000	106
64000000	107
64500000	108
65000000	109
65500000	110
66000000	111
66500000	112
67000000	113
67500000	114
68000000	115
68500000	116
69000000	117
69500000	118
70000000	119
70500000	120
71000000	121
71500000	122
72000000	123
72500000	124
73000000	125
73500000	126
74000000	127
74500000	128
75000000	129
75500000	130
76000000	131
76500000	132
77000000	133
77500000	134
78000000	135
78500000	136
79000000	137
79500000	138
80000000	139
80500000	140
81000000	141
81500000	142
82000000	143
82500000	144
83000000	145
83500000	146
84000000	147
84500000	148
85000000	149
85500000	150
86000000	151
86500000	152
87000000	153
87500000	154
88000000	155
88500000	156
89000000	157
89500000	158
90000000	159
